codigoPostal|codigoSubPostal|descripcion|provincia
5221|1|AGUA SACHA|X
5117|1|ASCOCHINGA|X
5101|4|B OF Y SUBOF DEHEZA|X
5109|1|CABA#A|X
5107|2|CANT EL SAUCE -KM 25|X
5223|1|CAROYA|X
5151|1|CASA BAMBA|X
5223|2|COLONIA CAROYA|X
5101|5|COLONIA TIROLESA|X
5101|6|COLONIA TIROLESA ESTAC|X
5221|2|COLONIA VICENTE AGUERO|X
5149|5|DUMESNIL|X
5151|2|EL DIQUESITO|X
5107|3|EL MANZANO|X
5151|3|EL PAYADOR|X
5107|4|EL PUEBLITO|X
5145|2|GENERAL PAZ|X
5220|1|JESUS MARIA|X
5145|3|JUAREZ CELMAN|X
5101|7|KILOMETRO 14-RUTA 111|X
5151|4|LA CALERA - COLON|X
5111|1|LA ESTANCITA|X
5101|8|LA PUERTA - COLON|X
5107|5|LA QUEBRADA|X
5636|5|LAS V|X
5125|1|MALVINAS ARGENTINAS|X
5107|6|MENDIOLAZA|X
5131|1|NU#EZ DEL PRADO|X
5111|2|#O PORA|X
5111|3|RIO CEBALLOS|X
5113|1|SALSIPUEDES|X
5221|3|SANTA TERESA|X
5125|2|TEJEDA|X
5109|2|UNQUILLO|X
5105|1|VILLA ALLENDE|X
5107|7|VILLA CERRO AZUL|X
5109|3|VILLA TORTOSA|X
5111|4|PAJAS BLANCAS|X
5280|1|CRUZ DEL EJE|X
5285|1|BA#ADO DEL SOTO|X
5282|1|FLORIAN BAUKE|X
5281|1|CANTERAS DE QUILPO|X
5280|2|CAPILLA DE CANDELARIA|X
5287|1|CRUZ DE CA#A|X
5281|2|EL BRETE|X
5282|2|EL RINCON|X
5282|3|EL SALTO-CRUZ DEL EJE|X
5281|3|GUANACO MUERTO|X
5271|1|IGLESIA VIEJA|X
5284|1|KILOMETRO 541|X
5285|2|LA HIGUERA|X
5281|4|LA LILIA|X
5172|1|LA PRIMAVERA|X
5282|4|LOS SAUCES|X
5281|5|MEDIA NARANJA|X
5284|2|PASO VIEJO|X
5284|3|PICHANAS|X
5297|1|POTRERO DE MARQUES|X
5271|2|PUESTO DE VERA|X
5281|6|SAN ANTONIO -C DEL EJE|X
5282|5|SAN MARCOS SIERRAS|X
5270|1|SERREZUELA|X
5284|4|TABAQUILLO|X
5280|3|TOCO TOCO|X
5285|3|TRES ARBOLES|X
5284|5|TUCLAME|X
5284|6|VILLA DE SOTO-SOTO|X
5281|7|VILLA LOS LEONES|X
5000|3|GENERAL ROCA|X
6225|1|HIPOLITO BOUCHARD|X
6271|1|NICOLAS BRUZONE|X
6225|2|BURMEISTER|X
6271|2|DEL CAMPILLO|X
6271|3|DE LA SERNA|X
6273|1|EL PAMPERO|X
6270|1|HUINCA RENANCO|X
6279|3|INGENIERO MALMEN|X
6227|1|ITALO|X
6279|4|LA NACIONAL|X
6279|5|LA PENCA|X
6275|1|LARSEN|X
6273|2|LECUEDER|X
6275|2|LOS ALFALFARES|X
6271|4|MATTALDI|X
6270|2|NAZCA|X
6227|2|O#AGOITY|X
6273|3|PEGASANO|X
6227|3|PINCEN|X
5739|1|MODESTINO PIZARRO|X
6279|6|RANQUELES|X
6127|1|SANTA MAGDALENA|X
6275|3|VILLA HUIDOBRO|X
6273|4|VILLA MADERNA|X
6273|5|VILLA SARMIENTO|X
6273|6|VILLA VALERIA|X
6270|3|WATT - MELIDEO|X
5000|4|GENERAL SAN MARTIN|X
5909|1|ARROYO ALGODON|X
5917|1|ARROYO CABRAL|X
5901|1|AUSONIA|X
2675|1|CHAZON|X
5201|1|ISCHILLIN|X
5221|4|CA#ADA DE RIO PINTO|X
5200|1|CANTERAS KILOMETRO 428|X
5221|5|CERRO NEGRO|X
5218|1|CHUNA|X
5201|2|COPACABANA|X
5200|2|DEAN FUNES|X
5218|2|HUASCHA|X
5218|3|KILOMETRO 450|X
5218|4|KILOMETRO 480|X
5200|3|KILOMETRO 832|X
5200|4|KILOMETRO 855|X
5214|1|KILOMETRO 859|X
5214|2|KILOMETRO 865|X
5214|3|KILOMETRO 881|X
5212|1|LOS POZOS - KM 827|X
5184|1|ONGAMIRA|X
5218|5|JAIME PETER|X
5214|4|QUILINO|X
5281|8|SAN NICOLAS|X
5201|3|SAN PEDRO DE TOYOS|X
5221|6|VILLA ALBERTINA|X
5212|2|VILLA GUTIERREZ|X
5214|5|VILLA QUILINO|X
2686|1|ALEJANDRO|X
2671|1|ASSUNTA|X
2671|2|BARRETO|X
5807|1|BENGOLEA|X
5805|1|CARNERILLO|X
5807|2|CHARRAS|X
5809|1|COLONIA DOLORES|X
6121|1|EL RASTREADOR|X
2671|3|PEDRO E FUNES|X
5809|2|GRL CABRERA - CABRERA|X
5923|1|GENERAL DEHEZA|X
6121|2|HUANCHILLA|X
6121|3|HUANCHILLA SUR|X
2670|1|LA CARLOTA|X
2684|1|LOS CISNES|X
2671|4|MANANTIALES|X
5807|3|OLAETA|X
2684|2|OLMOS|X
6121|4|PACHECO DE MELO|X
5803|1|PASO DEL DURAZNO|X
5145|4|PARIN|X
5803|2|REDUCCION V|X
2677|1|UCACHA|X
2580|1|MARCOS JUAREZ|X
2585|1|CAMILO ALDAO|X
2624|1|ARIAS|X
2625|1|CAVANAGH|X
2580|2|CORONEL BORGE|X
2645|2|COLON ITALIANA|X
2581|1|C 25 - LOS SURGENTES|X
2645|3|CORRAL DE BUSTOS|X
2189|1|CRUZ ALTA|X
2525|1|FLORA|X
2583|1|GENERAL BALDISSERA|X
2592|1|GENERAL ROCA|X
2627|1|GUATIMOZIN|X
2587|1|INRIVILLE|X
2661|1|ISLA VERDE|X
2619|1|KILOMETRO 57 - DESVIO|X
2580|3|KILOMETRO 366|X
5218|6|KM 450 - MARCOS JUAREZ|X
2662|1|ALEJO LEDESMA|X
2594|1|LEONES|X
2581|2|LOS SURGENTES|X
2589|1|MONTE BUEY|X
2525|2|SAIRA|X
2587|2|SALADILLO|X
2563|1|SAN JOSE DEL SALTE#O|X
5291|1|MINAS|X
5284|7|AGUAS DE RAMON|X
5289|1|CIENAGA DEL CORO|X
5272|2|EL CHACHO|X
5293|1|EL DURAZNO - MINAS|X
5291|2|ESTANCIA DE GUADALUPE|X
5285|4|GUASAPAMPA|X
5291|3|KILOMETRO 636|X
5291|4|KILOMETRO 651|X
5293|2|LA ARGENTINA|X
5285|5|LA PLAYA|X
5291|5|NINALQUIN|X
5293|3|OJO DE AGUA|X
5271|3|PIEDRITA BLANCA|X
5272|3|PI#AS|X
5287|2|RARA FORTUNA|X
5285|6|RUMIGUASI|X
5289|2|RUMIACO|X
5291|6|SAN CARLOS MINAS|X
5297|2|SAUCE DE LOS QUEVEDOS|X
5291|7|TALAINI|X
5289|3|TOSNO|X
5299|1|ALTO DEL TALA|X
5299|2|CA#ADA DE SALAS|X
5299|3|CHAMICO|X
5871|4|CHANCANI|X
5293|4|LA MUDANA|X
5297|3|LAS CHACRAS - POCHO|X
5299|4|POCHO|X
5295|1|SALSACATE|X
5963|1|SAN JERONIMO|X
5297|4|TALA CA#ADA|X
6134|1|CURAPALIGUE|X
6120|1|F CAYETANO RODRIGUEZ|X
6132|1|GAVILAN|X
6132|2|GENERAL LEVALLE|X
6120|2|LABOULAYE|X
6101|2|LA CESIRA|X
6101|3|LAGUNA DEL MONTE|X
6106|2|LEGUIZAMON|X
6123|1|MELO|X
6134|2|RIO BAMBA|X
6128|1|ROSALES|X
6121|5|RUIZ DIAZ DE GUZMAN|X
6128|2|MIGUEL SALAS|X
6120|3|SALGUERO|X
6123|2|SAN JOAQUIN|X
6125|1|SERRANO|X
6128|3|VILLA ROSSI|X
6106|3|VIVERO|X
5184|2|PUNILLA|X
5158|1|BIEALET MASSE|X
5282|6|CALABALUMBA|X
5184|3|CAPILLA DEL MONTE|X
5162|1|CASA GRANDE|X
5149|6|CASSAFFOUSTH|X
5155|1|CAVALANGO|X
5282|7|CHARBONIER|X
5153|1|COPINA|X
5166|1|COSQUIN|X
5178|1|CRUZ CHICA|X
5182|1|DOLORES - PUNILLA|X
5155|2|EL DURAZNO - PUNILLA|X
5182|2|EL VADO|X
5162|2|DOMINGO FUNES|X
5174|1|HUERTA GRANDE|X
5178|2|LA CUMBRE|X
5172|2|LA FALDA|X
5181|1|LOS COCOS|X
5155|3|LOS GIGANTES|X
5282|8|LOS PAREDONES|X
5162|3|MOLINARI|X
5153|2|S ANTONIO DE ARREDONDO|X
5164|1|SAN BUENAVENTURA|X
5182|3|SAN ESTEBAN|X
5149|7|SAN ROQUE - PUNILLA|X
5164|2|SANTA MARIA DE PUNILLA|X
5184|4|SANTA TERESITA|X
5155|4|TANTI|X
5168|1|VALLE HERMOSO|X
5152|1|VILLA CARLOS PAZ|X
5153|3|VILLA COSTA AZUL|X
5156|1|VILLA DEL LAGO|X
5153|4|VILLA INDEPENDECIA|X
5153|5|VILLA MU#OZ|X
5153|6|VILLA RIO YCHO CRUZ|X
5800|1|RIO CUARTO|X
5833|1|ACHIRAS|X
5843|1|ADELIA MARIA|X
5813|1|ALCIRA - GIGENA|X
5801|1|ALPA-CORRAL|X
5845|1|BULNES|X
5841|1|CAROLINA|X
5837|1|CHAJAN|X
5831|1|CHA#ARITOS|X
5805|2|CHUCUL|X
5801|2|COLONIA EL CARMEN|X
5811|1|CORONEL BAIGORRIA|X
5847|1|CORONEL MOLDES - MOLDE|X
5801|3|CUATRO VIENTOS|X
5801|4|EL BA#ADO - RIO CUARTO|X
5815|1|ELENA|X
5801|5|EL POTOSI|X
5811|2|ESPINILLO|X
6141|1|FRAGUEYRO|X
6142|1|GENERAL SOLER|X
5801|6|LA AGUADA|X
6142|2|LA CAUTIVA|X
5817|1|LA DORMIDA|X
5801|7|LA ESQUINA|X
6144|1|LAGUNA OSCURA|X
5848|1|LA GILDA|X
5801|8|LA INVERNADA|X
5848|2|LAS ACEQUIAS|X
5801|9|LAS ALBAHACAS|X
5819|2|LAS GAMAS|X
5805|3|LAS HIGUERAS|X
5281|9|LAS TAPIAS-RIO CUARTO|X
5827|1|LAS VERTIENTES|X
5800|2|LOS VAGUELES|X
5851|2|LOS TRES POZOS|X
5839|1|MALENA|X
5839|2|MONTE DE LOS GAUCHOS|X
5744|1|PAUNERO|X
5801|10|PIEDRA BLANCA|X
5819|3|PUERTA COLORADA|X
5839|3|PUNTA DEL AGUA- RIO 4|X
5801|11|RIO SECO|X
5801|12|RODEO VIEJO|X
5829|1|SAMPACHO|X
5848|3|SAN AMBROSIO|X
5801|13|SAN BARTOLOME|X
5841|2|SAN BASILIO|X
5837|2|SAN LUCAS NORTE|X
5825|1|STA CATALINA HOLMERG|X
5837|3|SUCO|X
6141|2|TOSQUITA|X
6140|1|VICU#A MACKENA|X
5800|3|VILLA ALEM- RIO CUARTO|X
5801|14|VILLA EL CHACAY|X
5801|15|VILLA SANTA RITA|X
6144|2|WASHINGTON|X
5127|1|RIO PRIMERO|X
5225|1|ATAHONA|X
5135|1|BUEY MUERTO|X
5961|1|CA#ADA DE MACHADO|X
5963|2|CA#ADA DE MACHADO SUR|X
5125|3|CAP DE LA SAG FAMILIA|X
5101|9|CAPILLA DE REMEDIOS|X
5127|2|CHACRAS NORTE|X
5229|1|CHALACEA|X
5135|2|COLONIA LAS 4 ESQUINAS|X
5129|1|COMECHINGONES|X
5135|3|EL CARRIZAL|X
5129|2|EL CRISPIN|X
5101|10|EL QUEBRACHO - RIO 1|X
5135|4|EL TOSTADO|X
5131|2|ESQUINA|X
5139|1|KILOMETRO 271|X
5137|1|KILOMETRO 316|X
5127|3|KILOMETRO 391|X
5129|3|LA BUENA PARADA|X
5101|11|LA CA#ADA|X
5137|2|LA PARA|X
5227|1|LA POSTA|X
5137|3|LA PUERTA - R PRIMERO|X
5135|5|LA QUINTA|X
5135|6|LAS AVERIAS|X
5135|7|LAS GRAMILLAS|X
5137|4|LAS SALADAS|X
5137|5|LOMAS DEL TROZO|X
5127|4|LOS GUINDOS|X
5227|2|MAQUINISTA GALLINI|X
5125|4|MONTECRISTO|X
5135|8|MONTE DEL ROSARIO|X
5101|12|NUEVA ANDALUCIA|X
5225|2|OBISPO TREJO|X
5125|5|PIQUILLIN|X
5137|6|PLAZA DE MERCEDES|X
5127|5|POZO DEL MORO|X
5127|6|POZO DE LA MORA|X
5127|7|POZO DE LA PIEDRA|X
5131|3|PUESTO DE AFUERA|X
5225|3|PUESTO DE PUCHETA|X
5129|4|PUNTA DEL AGUA - RIO 1|X
5131|4|RANGEL|X
5131|5|DIEGO DE ROJAS|X
5125|6|BLAS DE ROSALES|X
5196|5|STA ROSA|X
5131|6|TALA NORTE-EL ALCALDE|X
5131|7|TINOCO|X
5127|8|TOTRAL|X
5137|7|VILLA FONTANA|X
5125|7|PEDRO E VIVAS - KM 658|X
5248|1|RIO SECO|X
5231|1|CAMPO GRANDE|X
5235|1|CANDELARIA - R SECO|X
5246|1|CHA#AR VIEJO|X
5231|2|SEBASTIAN EL CANO|X
5248|2|EL JORDAN|X
5960|1|RIO SEGUNDO|X
5201|4|CALCHIN|X
5981|1|CALCHIN OESTE|X
5184|5|CAPILLA DEL CARMEN|X
5915|1|CARRILOBO|X
5981|2|COLAZO|X
5983|1|COLONIA VIDELA|X
5961|2|COSTA SACATE|X
5987|1|IMPIRA|X
5974|1|LAGUNA LARGA|X
2436|1|LA REPRESA|X
5983|2|LAS JUNTURAS|X
5125|8|LOS CHA#ARITOS|X
5967|1|LUQUE|X
5988|1|MANFREDI|X
5965|1|MATORRALES|X
5986|1|ONCATIVO|X
5972|1|PILAR|X
5913|1|POZO DEL MOLLE|X
5961|3|RINCON|X
5125|9|SANTIAGO TEMPLE|X
5963|3|VILLA DEL ROSARIO|X
5871|5|ALTAUTINA|X
5893|1|ALTO GRANDE|X
5299|5|AMBUL|X
5297|5|CA#ADA DEL PUERTO|X
5893|2|CIENAGA DE ALLENDE|X
5893|3|EL MIRADOR|X
5870|1|LA CONCEPCION|X
5885|1|LAS CALLES|X
5871|6|LAS OSCURAS|X
5885|2|LAS RABONAS|X
5871|7|LAS TOSCAS|X
5299|6|LOMA REDONDA|X
5889|1|MINA CLAVERO|X
5299|7|MUSSI|X
5887|1|NONO|X
5153|7|PAMPA DE ACHALA|X
5893|4|PANAHOLMA|X
5871|8|PUEBLO SARMIENTO|X
5893|5|SAN LORENZO|X
5871|9|SAN MIGUEL|X
5871|10|SAN PEDRO|X
5871|11|S VICENTE - S ALBERTO|X
5893|6|TASMA|X
5891|1|VILLA CURA BROCHERO|X
5885|3|VILLA RAFAEL BENEGAS|X
5875|1|SAN JAVIER|X
5873|1|CAPILLA DE ROMERO|X
5875|2|CHUCHIRAS|X
5873|2|CONLARA|X
5885|4|HORNILLOS|X
5871|12|LA CA#ADA - SAN JAVIER|X
5879|1|LA PAZ|X
5875|3|LA POBLACION|X
5875|4|LAS CHACRAS - S JAVIER|X
5871|13|LAS ENCRUCIJADAS|X
5885|5|LAS TAPIAS-SAN JAVIER|X
5871|14|LOS CERRILLOS|X
5885|6|LOS MOLLES|X
5875|5|LUYABA|X
5871|15|PIEDRA PINTADA|X
5875|6|QUEBRACHO LADEADO|X
5885|7|QUEBRADA DE LOS POZOS|X
5873|3|SALTO - SAN JAVIER|X
5871|16|SAN JOSE - SAN JAVIER|X
5873|4|TILQUICHO|X
5875|7|TRAVESIA|X
5885|8|VILLA DE LAS ROSAS|X
5870|2|VILLA DOLORES|X
5877|1|YACANTO - SAN JAVIER|X
5000|5|SAN JUSTO|X
5949|1|ALICIA|X
2417|1|ALTOS DE CHIPION|X
2434|2|ARROYITO|X
2419|1|BRINKMAN|X
2435|1|COLONIA COYUNDA|X
2349|3|COLONIA 10 DE JULIO|X
2435|2|COLONIA LA TORDILLA|X
2424|1|COLONIA MARINA|X
2423|1|COLONIA PROSPERIDAD|X
2426|1|COLONIA SAN BARTOLOME|X
2421|1|COLONIA SAN PEDRO|X
2423|2|COLONIA STA MARIA|X
2413|1|COLONIA VALTELINA|X
2419|2|COLONIA VIGNAUD|X
5945|1|CORRAL DE MULAS|X
2417|2|JERONIMO CORTES|X
2419|3|COTAGAITA|X
2424|2|DEVOTO|X
5947|1|EL ARA#ADO|X
5951|1|EL FORTIN|X
2428|1|EL FUERTECITO|X
2417|3|EL PORVENIR|X
2432|1|EL TIO|X
2413|2|FREYRE|X
2428|2|JEANMAIRE|X
2424|3|KILOMETRO 531|X
2428|3|KILOMETRO 581|X
2434|3|KILOMETRO 618|X
2426|2|LA FRANCIA|X
2417|4|LA PAQUITA-PTE ALCORTA|X
2434|4|LA CORTADERA-SAN JUSTO|X
2433|1|LAS DELICIAS|X
5943|1|SATURNINO M LASPIUR|X
5941|1|LAS VARAS|X
5940|1|LAS VARILLAS|X
2411|1|LUXARDO|X
5139|2|MARULL|X
5143|1|MIRAMAR|X
2423|3|MONTE REDONDO|X
2421|2|MORTEROS|X
2436|2|PLAZA BRUNO|X
2411|2|PLAZA LUXARDO|X
2401|2|PLAZA SAN FRANCISCO|X
2415|1|PORTENA|X
2423|4|QUEBRACHO HERRADO|X
5945|2|SACANTA|X
2432|2|SAN ANTONIO|X
2400|1|SAN FRANCISCO|X
2417|5|SEEBER|X
5139|3|TORO PUJIO|X
2436|3|TRANSITO|X
5909|2|TRINCHERA|X
5947|2|VILLA SAN ESTEBAN|X
5000|6|SANTA MARIA|X
5186|1|ALTA GRACIA|X
5189|3|BAJO CHICO|X
5119|2|BOUWER|X
5101|13|BUENA VISTA|X
5101|14|COSME-CAPILLA DE COSME|X
5189|4|JOSE DE LA QUINTANA|X
5121|1|DESPE#ADEROS|X
5119|3|RAFAEL GARCIA|X
5187|1|LA FALDA DEL CARMEN|X
5101|15|LAGUNILLA|X
5189|5|LA SERRANITA|X
5101|16|LOZADA|X
5101|17|MALAGUENO|X
5119|4|MONTE RALO|X
5187|2|SAN CLEMENTE|X
5101|18|MYRIAM STEFFORD|X
5123|2|TOLEDO|X
5101|19|TRES POZOS|X
5189|6|VILLA ANIZACATE|X
5189|7|VILLA CDAD AMERICA|X
5189|8|VILLA LA BOLSA|X
5186|2|VILLA LOS AROMOS|X
5189|9|VILLA SAN ISIDRO|X
5101|20|YOCSINA|X
5164|3|VILLA BUSTOS|X
5000|7|SOBREMONTE|X
5209|1|AGUADA DEL MONTE|X
5209|2|CACHIYACO|X
5205|1|CAMINIAGA|X
5209|3|CERRILLOS|X
5201|5|CHUNAHUASI|X
5207|1|LA PLAZA|X
5209|4|LOMA BLANCA|X
5209|5|RODEITO|X
5209|6|SAN FCO DEL CHA#AR|X
5854|1|ALMA FUERTE|X
5987|2|COLONIA ALMADA|X
5851|3|COLONIA SANTA CATALINA|X
5981|3|COLONIA VIDAL ABAL|X
5853|1|CORRALITO|X
5984|1|JAMES CRAIR|X
5933|1|GENERAL FOTHERINGHAM|X
5929|1|HERNANDO|X
5931|1|LAS ISLETILLAS|X
5921|1|LAS PERDICES|X
5901|2|LOS ZORROS|X
5980|1|OLIVA|X
5931|2|PAMPAYASTA|X
5931|3|PUNTA DEL AGUA|X
5850|1|RIO TERCERO|X
5933|2|TANCACHA|X
5919|1|DALMAC. VELEZ SARFIELD|X
4317|3|VILLA ASCASUBI|X
5221|7|AGUA DE LAS PIEDRAS|X
5221|8|CANDELARIA - TOTORAL|X
5221|9|CA#ADA DE JUME|X
5229|2|CA#ADA DE LUQUE|X
5231|3|CAPILLA DE SITON|X
5212|3|CRUZ MOJADA|X
5229|3|KILOMETRO 364|X
5238|1|KILOMETRO 394|X
5117|2|LA PAMPA|X
5238|2|LAS PE#AS|X
5221|10|LOS COMETIERRA|X
5229|4|LOS MISTOLES|X
5211|1|MACHA|X
5117|3|SAN JORGE|X
5221|11|SANTA CATALINA-TOTORAL|X
5236|1|SANTA MARIA - TOTORAL|X
5212|4|SARMIENTO|X
5242|1|SIMBOLAR|X
5220|2|SINSACATE|X
5236|2|VILLA DEL TOTORAL|X
5203|1|TULUMBA|X
5203|2|ALTO DE FLORES|X
5205|2|CERRO COLORADO|X
5246|2|CHURQUI CA#ADA|X
5244|1|EL BA#ADO - TULUMBA|X
5205|3|EL CERRITO|X
5203|3|EL PASO|X
5207|2|EL PERCHEL|X
5214|6|ISLA DE SAN ANTONIO|X
5216|1|KILOMETRO 907|X
5216|2|KILOMETRO 931|X
5201|6|LA MAJADILLA|X
5231|4|LAS ARRIAS|X
5231|5|LAS MASITAS|X
5244|2|LA TOMA DE TULUMBA|X
5244|3|LOS ALAMOS|X
5216|3|LUCIO V MANSILLA|X
5244|4|SAN JOSE DE LA DORMIDA|X
5216|4|S JOSE DE LAS SALINAS|X
5205|4|SAN PEDRO NORTE|X
5201|7|SANTA CRUZ|X
5233|1|TAJAMARES|X
5216|5|TOTORALEJOS|X
5233|2|V ROS DEL SALADILLO|X
5203|4|V TULUMBA|X
5000|8|UNION|X
5907|1|ALTO ALEGRE|X
2572|1|BALLESTEROS|X
2555|1|CAMPO GENERAL PAZ|X
2650|1|CANALS|X
5936|1|RAMON J CARCANO|X
4600|1|CAPITAL|Y
4612|1|CARAHUNCO|Y
4612|2|CENTRO FORESTAL|Y
4616|1|CHA#I|Y
4626|1|CHUCALEZNA|Y
4612|3|EL REMATE|Y
4600|2|JUAN GALAN|Y
4616|2|GUERREROS|Y
4600|3|KILOMETRO 1149|Y
4600|4|KILOMETRO 1154|Y
4600|5|LA ALMONA|Y
4650|1|LA CIENAGA|Y
4600|6|LAS CAPILLAS|Y
4616|3|LEON|Y
4600|7|LOS ALISOS|Y
4600|8|LOS BLANCOS|Y
4612|4|MINA 9 DE OCTUBRE|Y
4616|4|MOLINOS|Y
4601|1|OCLOYAS|Y
4612|5|PALPALA - GRAL M SAVIO|Y
4600|9|PAYO|Y
4600|10|REYES|Y
4601|2|RIO BLANCO|Y
4622|1|SAN PEDRITO|Y
4600|11|SAN SALVADOR DE JUJUY|Y
4600|12|TERMAS DE REYES|Y
4600|13|TESORERO|Y
4601|3|TILQUIZA|Y
4616|5|TIRAXI|Y
4600|14|VILLA CIUDAD DE NIEVA|Y
4600|15|VILLA SANTA RITA|Y
4616|6|YALA|Y
4612|6|ZAPLA|Y
4641|1|COCHINOCA|Y
4634|1|ABRALAITE|Y
4640|1|ABRA PAMPA|Y
4640|2|AGUA CHICA|Y
4643|1|ARBOLITO NUEVO|Y
4641|2|CASABINDO|Y
4641|3|ABDON CASTRO TOLAY|Y
4641|4|DONCELLAS|Y
4641|5|EL POTRERO DE LA PUNA|Y
4641|6|HUANCAR|Y
4641|7|MUNAYOC|Y
4640|3|PUERTA POTRERO|Y
4644|3|PUESTO DEL MARQUES|Y
4641|8|RACHAITE|Y
4641|9|RINCONADILLAS|Y
4641|10|RUMI CRUZ|Y
3641|1|SAN FCO DE ALFARCITO|Y
4641|11|SANTA ANA DE LA PUNA|Y
4640|4|SANTUARIO|Y
4641|12|TAMBILLOS|Y
4644|4|TUITE|Y
4641|13|TUSAQUILLAS|Y
4603|1|EL CARMEN|Y
4608|1|BORDO LA ISLA|Y
4608|2|CORONEL ARIAS|Y
4603|2|PERICO DEL CARMEN|Y
4608|3|EL PONGO|Y
4608|4|LAS PAMPITAS|Y
4606|1|LOS LAPACHOS|Y
4606|2|LOS MANANTIALES|Y
4608|5|MONTE RICO|Y
4606|3|PAMPA BLANCA|Y
4608|6|PERICO|Y
4606|4|PUESTO VIEJO|Y
4608|7|SAN JUANCITO|Y
4608|8|SANTO DOMINGO|Y
4630|1|APARZO|Y
4630|2|CALETE|Y
4630|3|CHORRILLOS|Y
4630|4|CIANZO|Y
4631|1|COCTACA|Y
4630|5|CONDOR - HUMAHUACA|Y
4634|2|EL AGUILAR|Y
4630|6|HORNADITAS|Y
4630|7|HUMAHUACA|Y
4632|1|ITURBE|Y
4630|8|KILOMETRO 1276|Y
4630|9|KILOMETRO 1278|Y
4630|10|KILOMETRO 1289|Y
9999|10|KILOMET|Y
4632|2|LA CUEVA|Y
4626|2|OCUMAZO|Y
4630|11|OVARA|Y
4631|2|PALCA DE APARZO|Y
4632|3|PE#AS BLANCAS|Y
4632|4|PUEBLO VIEJO|Y
4631|3|RODERO|Y
4634|3|TRES CRUCES|Y
4626|3|UQUIA-SENADOR PEREZ|Y
4634|4|VETA MINA AGUILAR|Y
4512|1|LEDESMA|Y
4516|1|CAIMANCITO|Y
4514|1|CALILEGUA|Y
4504|1|CHALICAN|Y
4506|1|FRAILE PINTADO|Y
4506|2|GUAYACAN|Y
4504|2|JARAMILLO-23 DE AGOSTO|Y
4512|2|KILOMETRO 1210|Y
4512|3|KILOMETRO 1247|Y
4506|3|LA BAJADA|Y
4501|1|LA VERTIENTE|Y
4512|4|LDOR GRL SAN MARTIN|Y
4506|4|LOTE MAIZ NEGRO|Y
4508|1|LOTE PREDILIANA|Y
4512|5|LOTE SAN ANTONIO|Y
4508|2|PUEBLO LEDESMA|Y
4501|2|REAL DE TOROS|Y
4501|3|SIETE AGUAS|Y
4518|1|VINALITO|Y
4518|2|YUTO|Y
4643|2|RINCONADA|Y
4643|3|CARAHUASI|Y
4643|4|CIENAGO GRANDE|Y
4643|5|CUSICUSI|Y
4608|9|LAGUNILLAS|Y
4643|6|MINA PIRQUITAS|Y
4643|7|OROS MAYO|Y
4643|8|PAICONE|Y
4643|9|PAN DE AZUCAR|Y
4643|10|POZUELO|Y
4643|11|TIO MAYO|Y
4605|1|CERRO NEGRO|Y
4608|10|KILOMETRO 1129|Y
4605|2|LA CABA#A|Y
4605|3|LA TOMA|Y
4605|4|PA#O|Y
4605|5|PERICO DE SAN ANTONIO|Y
4500|1|SAN PEDRO|Y
4501|4|ARROYO COLORADO|Y
4522|1|BARRO NEGRO|Y
4504|3|EL QUEMADO|Y
4522|2|KILOMETRO 1137|Y
4503|1|INGENIO LA ESPERANZA|Y
4522|3|LA MENDIETA|Y
4503|2|LOTE ARRAYANAL|Y
4503|3|LOTE PARAPETI|Y
4522|4|SALADILLO|Y
4500|2|SAN JOSE DEL BORDO|Y
4501|5|SAN JUAN DE DIOS|Y
4500|3|SAN LUCAS|Y
4500|4|SAN PEDRO DE JUJUY|Y
4501|6|BELLA VISTA|Y
4501|7|EL FUERTE|Y
4501|8|EL PALMAR|Y
4501|9|EL PIQUETE|Y
4542|2|EL TALAR|Y
4501|10|ISLA GRANDE|Y
4501|11|PALMA SOLA|Y
4501|12|SAN RAFAEL|Y
4501|13|SANTA CLARA|Y
4501|14|SAUZAL|Y
4655|1|CABRERIA|Y
4653|1|CARAYOC|Y
4653|2|CASIRA|Y
4653|3|CIENEGUILLAS|Y
4655|2|CORRAL BLANCO|Y
4655|3|EL ANGOSTO|Y
4653|4|HORNILLOS|Y
4655|4|ORATORIO|Y
4653|5|PASAJES|Y
4653|6|PUESTO CHICO|Y
4653|7|PUESTO GRANDE|Y
4655|5|SAN LEON|Y
4655|6|TIMON CRUZ|Y
4653|8|YOSCABA|Y
4413|13|CATUA|Y
4643|12|CORANZULLI|Y
4641|14|KILOMETRO 1357|Y
4641|15|OLASCAPATO|Y
4411|7|SEY|Y
4641|16|SUSQUES|Y
4641|17|TOCOMAR-KILOMETRO 1373|Y
4624|1|ABRA MAYO|Y
4624|2|EL DURAZNO|Y
4626|4|HUACALERA|Y
4624|3|HUICHAIRA|Y
4624|4|JUELLA|Y
4626|5|KILOMETRO 1243|Y
4624|5|LA BANDA|Y
4622|2|MAIMARA|Y
4624|6|MOLULO|Y
4624|7|PUCARA|Y
4624|8|TILCARA|Y
4624|9|YALA DE MONTE CARMELO|Y
9999|11|BARCENA-KILOMETR|Y
4618|1|CHORRILLO|Y
4618|2|COLORADOS|Y
4618|3|EL MORENO|Y
4618|4|HUACHICHOCANA|Y
4618|5|PUNTA CORRAL|Y
4618|6|PUMAMARCA|Y
4618|7|SAN BERNARDO|Y
