codigoPostal|codigoSubPostal|descripcion|provincia
4434|1|ANTA|A
4449|1|AGUA SUCIA|A
4446|1|ALGARROBAL|A
4434|2|ANTA-PIQUETE DE ANTA|A
4449|2|LUIS BURELA|A
4446|2|CEIBALITO|A
4446|3|CHA#AR MUYO|A
4449|3|CORONEL MOLLINEDO|A
4446|4|CORONEL OLLEROS|A
4448|1|CORONEL VIDT|A
4449|4|EL BORDO|A
4449|5|EL CARMEN|A
4452|1|EL QUEBRACHAL|A
4452|2|EL VENCIDO|A
4434|3|EL YESO|A
4449|6|ESPINILLO|A
4452|3|GAONA|A
4449|7|GENERAL PIZARRO|A
4448|2|JOAQUIN V GONZALEZ|A
4448|3|KILOMETRO 1088|A
4449|8|KILOMETRO 1104|A
4452|4|KILOMETRO 1152|A
4537|1|LA ESTRELLA|A
4448|4|LAGUNA BLANCA|A
4446|5|LAGUNITA|A
4449|9|LAS FLORES|A
4449|10|LAS LAJITAS|A
4452|5|MACAPILLO|A
4452|6|MANGA VIEJA|A
4452|7|NSTRA SRA DE TALAVERA|A
4449|11|PALERMO|A
4434|4|PASO DE LA CRUZ|A
4449|12|PIQUETE CABADO|A
4449|13|POZO GRANDE|A
4452|8|PRINGLES|A
4449|14|ROSARIO DEL DORADO|A
4449|15|SANTO DOMINGO|A
4449|16|APOLINARIO SARAVIA|A
4434|5|SAUCE BAJADA|A
4446|6|SAUZAL-CHORROARIN|A
4452|9|SIMBOLAR|A
4452|10|TOLLOCHE|A
4417|1|CACHI|A
4419|1|LA PAYA|A
4415|1|PALERMO OESTE|A
4415|2|PAYOGASTA|A
4419|2|SAN JOSE DE ESCALCHI|A
4415|3|TONCO|A
4427|1|CAFAYATE|A
4427|2|LAS CANCHAS|A
4427|3|LOROHUASI|A
4141|1|TOLOMBON|A
4427|4|YACOCHUYA|A
4126|1|CANDELARIA|A
4126|2|EL JARDIN|A
4403|1|LA CANDELARIA|A
4126|3|LOS MOGOTES|A
4126|4|TALA-R DE LOS LLANOS|A
4401|1|ATOCHA|A
4400|1|CAMPO CASEROS|A
4401|2|CASTELLANOS|A
4400|2|EL CHAMICAL|A
4401|3|GENERAL ALVARADO|A
4400|3|KILOMETRO 1129|A
4400|4|LAGUNILLA|A
4400|5|LA QUESERA|A
4401|4|LAS COSTAS|A
4401|5|LA UNION-CAPITAL|A
4400|6|LOS NOQUES|A
4400|7|VILLA SOLEDAD|A
4401|6|VELARDES|A
4400|8|VILLA ELNA|A
4401|7|VILLA SAN LORENZO|A
4440|1|CIUDAD DEL MILAGRO|A
4403|2|CERRILLOS|A
4403|3|KILOMETRO 1156|A
4403|4|LA FALDA|A
4421|1|LAS PIRCAS|A
4403|5|RIO ANCHO|A
4421|2|SAN AGUSTIN|A
4421|3|SAN MARTIN-CERRILLOS|A
4421|4|SUMALO|A
4423|1|CHICOANA|A
4423|2|BELLA VISTA|A
4421|5|CALVIMONTE|A
4423|3|CHIVILME|A
4421|6|EL CARRIL|A
4423|4|EL TIPAL|A
4415|4|QUEBRADA DE ESCOIPE|A
4415|5|LAS ANIMAS|A
4415|6|LAS ZANJAS|A
4423|5|POTRERO DE DIAZ|A
4423|6|PULARES|A
4423|7|S FERNANDO DE ESCOIPE|A
4423|8|SAN JOSE DE LA VI#A|A
4428|1|BETANIA|A
4434|6|CABEZA DE BUEY|A
4432|1|CAMPO-SANTO|A
4432|2|CANTERA EL SAUCE|A
4432|3|COBOS|A
4434|7|CRUZ QUEMADA|A
4434|8|EL ALGARROBO|A
4430|1|KILOMETRO 1094|A
4434|9|LAS MESITAS|A
4430|2|LAS VERTIENTES|A
4434|10|LA TRAMPA|A
4430|3|OJO DE AGUA-GRL GUEMES|A
4434|11|PALOMITAS|A
4430|4|PUESTO VIEJO|A
4432|4|SAN MARTIN-GRAL GUEMES|A
4430|5|YASQUIAME|A
4568|1|ACAMBUCO|A
4566|1|AGUARAY|A
4552|1|CAMPICHUELO|A
4566|2|CAMPO DURAN|A
4552|2|CORONEL CORNEJO|A
4552|3|CORRALITO-GRL S MARTIN|A
4554|1|DRAGONES|A
4550|1|EMBARCACION|A
4552|4|GENERAL BALLIVIAN|A
4562|1|GRAL ENRIQUE MOSCONI|A
4554|2|HICKMANN|A
4428|2|KILOMETRO 1102|A
4550|2|KILOMETRO 1306|A
4564|1|KILOMETRO 1448|A
4552|5|LA QUENA|A
4554|3|PADRO LOZANO|A
4554|4|MISTON CHAQUE#A|A
4554|5|MONTE CARMELO|A
4564|2|PIQUIRENDA|A
4554|6|POZO BRAVO|A
4552|6|ANTONIO QUIJARRO|A
4566|3|RIO CARAPAN|A
4552|7|SENDA HACHADA|A
4552|8|SENILLOSA|A
4560|1|TARTAGAL|A
4564|3|TOBANTIRENDA|A
4560|2|TONOSO|A
4564|4|YACUY|A
4560|3|YARIGUARENDA|A
4425|1|ALEMANIA|A
4425|2|EL CEBILAR|A
4425|3|LA POBLACION|A
4425|4|GUACHIPAS|A
4425|5|LOS SAUCES|A
4425|6|PUNTA GRANDE|A
4425|7|SAUCE REDONDO|A
4191|1|VAQUERIA|A
4633|1|CASA GRANDE|A
4633|2|CHIYAYOC|A
4633|3|COLANZULI|A
4633|4|HIGUERAS|A
4633|5|IRUYA|A
4530|1|ISLA DE CA#AS|A
4633|6|RODEO COLORADO|A
4633|7|SAN ANTONIO DE IRUYA|A
4633|8|SAN ISIDRO DEIRUYA|A
4633|9|SAN PEDRO-IRUYA|A
4644|1|VIZCARRA|A
4633|10|VOLCAN HIGUERAS|A
4415|7|EL RODEO|A
4411|1|COBRES|A
4415|8|LA POMA|A
4415|9|MUNANO|A
4400|9|LOS ANDES|A
4413|1|CAIPE|A
4413|2|CHUCULAQUI|A
4411|2|KM 1326|A
4413|3|KILOMETRO 1424|A
4413|4|KM 1506|A
4413|5|LA CASUALIDAD-MINA|A
4411|3|LOS PATOS|A
4411|4|MINA CONCORDIA|A
4413|6|QUEBRADA DEL AGUA|A
4413|7|SALAR DE POCITOS|A
4411|5|SAN ANTONIO D L COBRES|A
4413|8|SOCOMPA|A
4413|9|TACA TACA|A
4413|10|TOLAR GRANDE|A
4413|11|UNQUILLAL|A
4413|12|VEGA DE ARIZARO|A
4440|2|METAN|A
4446|7|ALTO DEL MISTOL|A
4444|1|BAJO GRANDE|A
4440|3|CAMPO ALEGRE|A
4440|4|CANCHAS|A
4434|12|CHILCAS|A
4444|2|EL GALPON|A
4434|13|EL LIBANO|A
4440|5|EL POTRERO-METAN|A
4446|8|EL TUNAL|A
4440|6|ESTECO|A
4434|14|JURAMENTO|A
4440|7|LAS JUNTAS|A
4434|15|LAS VIBORAS|A
4434|16|LUMBRERAS|A
4041|1|METAN VIEJO|A
4442|1|NOGALITO|A
4444|3|OVEJERIA|A
4440|8|PASTIADERO|A
4446|9|POBLACION|A
4415|10|PUNTA DE AGUA|A
4434|17|RIO DE LAS PIEDRAS|A
4446|10|SAN JOSE DE ORQUERAS|A
4440|9|SCHNEIDEWIND|A
4442|2|YATASTO|A
4419|3|MOLINOS|A
4419|4|ANGOSTURA|A
4419|5|BREALITO|A
4419|6|COLOME|A
4419|7|EL CHURCAL|A
4419|8|LURACATAO|A
4419|9|SECLANTAS|A
4530|2|ORAN|A
4531|1|AGUAS BLANCAS|A
4537|2|CHAGUARAL|A
4538|1|EL DESMONTE|A
4552|9|MANUEL ELORDI|A
4538|2|KILOMETRO 1281|A
4534|1|KILOMETRO 1291|A
4533|1|KILOMETRO 1298|A
4530|3|KILOMETRO 1305|A
4537|3|MARTINEZ DEL TINEO|A
4537|4|JERONIMO MATORRAS|A
4534|2|PICHANAL|A
4535|1|POZO CERCADO|A
4534|3|PUESTO DEL MEDIO|A
4530|4|RIO DESEADO|A
4530|5|SAN IGNACIO|A
4530|6|S RAMON D L NUEVA ORAN|A
4534|4|SANTA ROSA-ORAN|A
4538|3|SAUCELITO|A
4533|2|HIPOLITO YRIGOYEN|A
4537|5|YUCHAN|A
4537|6|ESTEBAN DE URIZAR|A
4542|1|URUNDEL|A
4535|2|ALGARROBAL-RIVADAVIA|A
4561|1|ALTO DE LA SIERRA|A
4535|3|ALTO VERDE|A
4561|2|AMBERES|A
4535|4|BELGRANO|A
4554|7|CAPITAN JUAN PAGE|A
4535|5|EL DESTIERRO|A
4561|3|HITO NUMERO 1|A
4561|4|LA PAZ|A
4535|6|LA UNION-RIVADAVIA|A
4554|8|LOS BLANCOS|A
4554|9|MORILLO|A
4554|10|PLUMA DEL PATO|A
4535|7|POZO DEL ZORRO|A
4535|8|POZO VERDE|A
4554|11|RESISTENCIA|A
4561|5|SAN BERNARDO|A
4561|6|SANTA MARIA|A
4535|9|SANTA ROSA|A
4561|7|SANTA VICTORIA|A
4193|1|ALMIRANTE BROWN|A
4193|2|ANTILLA|A
4198|1|ARENAL|A
4198|2|BAJADA DE GAVI|A
4193|3|BALBOA|A
4198|3|CAMARA|A
4193|4|CHA#AR AGUADA|A
4190|1|COCHABAMBA-AP|A
4193|5|COPO QUILE|A
4193|6|EL BORDO|A
4193|7|EL CEIBAL|A
4193|8|EL CONDOR|A
4191|2|EL NARANJO|A
4193|9|EL POTRERO|A
4198|4|HORCONES|A
4190|2|KILOMETRO 866|A
4198|5|LA PLATA|A
4193|10|LAS MERCEDES|A
4193|11|LAS SALADAS|A
4193|12|LOS BA#OS|A
4193|13|LOS ROSALES|A
4190|3|OJO DE AGUA|A
4190|4|OVANDO|A
4190|5|POTRERILLO|A
4193|14|PUENTE DE PLATA|A
4193|15|RIO URUE#A|A
4190|6|ROSARIO DE LA FRONTERA|A
4190|7|SAN LORENZO|A
4193|16|VILLA CORTA|A
4405|1|ROSARIO DE LERMA|A
4409|1|CACHI#AL|A
4407|1|CAMPO QUIJANO|A
4409|2|CHORRILLOS|A
4409|3|EL ALISAL|A
4405|2|EL GALGOTA|A
4405|3|EL MANZANO|A
4405|4|EL MOLLAR|A
4405|5|EL PUCARA|A
4405|6|EL TIMBO|A
4409|4|EL TORO|A
4409|5|GOBERNADOR MANUEL SOLA|A
4409|6|INCAHUASI|A
4409|7|INGENIERO MAURY|A
4411|6|KILOMETRO 1299|A
4407|2|LAS ARCAS|A
4409|8|LAS CAPILLAS|A
4409|9|LAS CUEVAS|A
4407|3|LA SILLETA|A
4409|10|MESETA|A
4409|11|PUERTA TASTIL|A
4409|12|S BERN DE LAS ZORRAS|A
4409|13|SANTA ROSA DE TASTIL|A
4409|14|TACUARA|A
4409|15|TRES CRUCES|A
4407|4|VIRREY TOLEDO|A
4425|8|AMBLAYO|A
4427|5|ANGASTACO|A
4427|6|ANIMANA|A
4427|7|CORRALITO-SAN CARLOS|A
4427|8|LOS SAUCES-SAN CARLOS|A
4427|9|MONTEVERDE|A
4415|11|RUMIARCO|A
4427|10|SAN ANTONIO|A
4427|11|SAN CARLOS|A
4427|12|SAN LUCAS|A
4644|2|BACOYA|A
4651|1|BARITU|A
4651|2|CUESTA AZUL|A
4651|3|HORNILLOS|A
4651|4|HUERTA|A
4651|5|LOS TOLDOS|A
4651|6|NAZARENO|A
4651|7|POSCAYA|A
4651|8|PUCARA|A
4651|9|SANTA VICTORIA|A
4651|10|TRIGO HUAYCO|A
1846|1|ADROGUE|B
1846|2|MARTIN ARIN|B
1852|1|BURZACO|B
1847|1|RAFAEL CALZADA|B
1849|1|CLAYPOLE|B
1856|1|GLEW|B
1854|1|LONGCHAMPS|B
1846|3|JOSE MARMOL|B
1849|2|BARRIO EL TREBOL|B
1870|1|AVELLANEDA|B
1870|2|CRUCECITA|B
1871|1|DOCK SUD|B
1871|2|ISLA MACIEL|B
1870|3|KILOMETRO 5|B
1870|4|PI#EYRO|B
1872|1|SARANDI|B
1888|1|V ARGENTINA|B
1874|1|V BARILARI|B
1870|5|V CASTELLINO|B
1874|2|V CORINA|B
1874|3|V DOMINICO|B
1870|6|V ECHENAGUCIA|B
1870|7|V IRIS - AVELLANEDA|B
1870|8|V MODELO|B
1870|9|V PORVENIR|B
1875|1|WILDE|B
1884|1|BERAZATEGUI|B
1890|1|JUAN MARIA GUTIERREZ|B
1885|1|GUILLERMO HUDSON|B
1886|1|JOHN F KENNEDY|B
1894|1|PEREYRA - BERAZATEGUI|B
1885|2|PLATANOS|B
1886|2|RANELAGH|B
1884|2|V ESPA#A|B
1886|3|V GIAMBRUNO-SOURIGES|B
1889|1|BOSQUES|B
1888|2|CAP. DE LOS INGLESES|B
1888|3|COLONIA LA CAPILLA|B
1888|4|GOBERNADOR MONTEVERDE|B
1891|1|INGENIERO JUAN ALLAN|B
1888|5|KILOMETRO 27|B
1888|6|KILOMETRO 40|B
1888|7|FLORENCIO VARELA|B
1886|4|V CLARA|B
1888|8|V DEL PLATA|B
1888|9|V GENERAL CARBALLO|B
1888|10|V LA COLORADA|B
1888|11|V MONICA|B
1888|12|V SANTA ROSA|B
1888|13|V ESTANISLAO ZEBALLOS|B
1682|1|CHURRUCA|B
1650|1|FERNANDEZ MORENO|B
1650|2|GENERAL SAN MARTIN|B
1650|3|KILOMETRO 8,5|B
1650|4|KILOMETRO 8,9|B
1650|5|KILOMETRO 16|B
1676|1|LOURDES|B
1650|6|LEOPOLDO LUGONES|B
1650|7|MALAVERT|B
1650|8|MIGUELETE|B
1651|1|SAN ANDRES|B
1888|14|EL TROPEZON|B
1653|1|V BALLESTER|B
1650|9|MONTEAGUDO-V PROGRESO|B
1650|10|BILLINGHURST-3 DE FEBR|B
1650|11|V BONICH-GRL S MARTIN|B
1650|12|V CHACABUCO|B
1653|2|V GENERAL GUIDO|B
1655|1|V SUAREZ -J L SUAREZ|B
1650|13|V KLEIN|B
1652|1|V LEONES|B
1650|14| LIBERTAD-SAN MARTIN|B
1657|1|V LOMA HERMOSA|B
1672|1|V LYNCH-GRL SAN MARTIN|B
1650|15|V MAIPU|B
1651|2|V ZAGALA-GRL S MARTIN|B
1651|3|VILLA CONCEPCION|B
1663|1|ALTIMPERGHER|B
1663|2|BARRIO DON ALFONSO|B
1661|1|BELLA VISTA|B
1659|1|CAMPO DE MAYO|B
1661|2|CAPITAN LOZANO|B
1669|1|DEL VISO|B
1665|1|EL CRUCE-GRL SARMIENTO|B
1667|1|EL PALENQUE|B
1613|1|EL SOL|B
1663|3|GENERAL SARMIENTO|B
1615|1|GRAND BOURG|B
1613|2|GUADALUPE|B
1613|3|INGENIERO PABLO NOGUES|B
1611|1|ADOLFO SOURDEAUX|B
1663|4|KILOMETRO 32|B
1663|5|KILOMETRO 33|B
1613|4|KM 34-GRL SARMIENTO|B
1663|6|KILOMETRO 35|B
1615|2|KILOMETRO 36|B
1663|7|KM 37-GRL SARMIENTO|B
1669|2|LA LOMA|B
1613|5|LOS POLVORINES-PINAZO|B
1663|8|MUNIZ|B
1665|2|JOSE C PAZ|B
1665|3|PI#ERO|B
1663|9|SAN MIGUEL|B
1659|2|B SARGENTO CABRAL|B
1661|3|SARGENTO 1 BARRUFALDI|B
1663|10|SUBTENIENTE CAROSELLA|B
1661|4|TENIENTE AGNETA|B
1661|5|TTE GRAL RICCHIERI|B
1663|11|TENIENTE PERUGORRIA|B
1613|6|V DE MAYO|B
1663|12|V IGLESIAS|B
1661|6|V MACIDE|B
1663|13|V SUIZA|B
1822|1|VALENTIN ALSINA|B
1824|1|B INDUSTRIAL FIORITO|B
1822|2|CARAZA|B
1826|1|REMEDIOS DE ESCALADA|B
1822|3|A A FERNANDEZ|B
1870|10|GERLI|B
1824|2|LANUS|B
1825|1|LA POLVAREDA|B
1825|2|MONTE CHINGOLO|B
1822|4|PUENTE ALSINA|B
1824|3|V ANGELICA|B
1824|4|V ARGERICH|B
1824|5|V ATLANTICA|B
1825|3|V BARCELO - LANUS|B
1825|4|V BESADA|B
1822|5|V DIAMANTE-DIAMANTE|B
1826|2|V EDEN ARGENTINO|B
1824|6|V FICHER|B
1824|7|V GENERAL PAZ|B
1822|6|V GIARDINO|B
1825|5|V HIGUERITA|B
1824|8|V IDEAL|B
1824|9|V INDUSTRIALES-LANUS O|B
1824|10|V MOSS|B
1824|11|V OBRERA - LANUS|B
1828|1|BANFIELD|B
1822|7|FIORITO|B
1773|1|INGENIERO BUDGE|B
1832|1|KM 34-LOMAS DE ZAMORA|B
1836|1|LAVALLOL|B
1832|2|LOMAS DE ZAMORA|B
1834|1|PASCO|B
1836|2|SANTA CATALINA|B
1832|3|SANTA MARTA|B
1834|2|TEMPERLEY|B
1834|3|TURDERA|B
1828|2|V ALBERTINA|B
1828|3|V CENTENARIO|B
1834|4|V GALICIA|B
1832|4|V INDEPENDENCIA|B
1773|2|V LAMADRID|B
1834|5|V LA PERLA|B
1828|4|V RECREO|B
1773|3|V RIACHUELO|B
1834|6|V SASTRE|B
1832|5|V VETERE|B
1772|1|B GRL J M PAZ-MATANZA|B
1888|15|BARRIO SAN NICOLAS|B
1770|1|ALDO BONZI|B
1765|1|ISIDRO CASANOVA|B
1755|1|RAFAEL CASTILLO|B
1778|1|CDAD GRAL. M DE GUEMES|B
1759|1|GONZALEZ CATAN|B
1754|1|B INGENIERO BRIAN|B
1778|2|JOSE INGENIEROS|B
1770|2|KILOMETRO 12|B
1759|2|KILOMETRO 29 - RUTA 3|B
1757|1|GREGORIO DE LAFERRERE|B
1774|1|LA SALADA|B
1752|1|LOMAS DEL MIRADOR|B
1770|3|MARINOS DEL FOURNIER|B
1770|4|MARIA S DE MENDEVILLE|B
1763|1|PUENTE EZCURRA|B
1778|3|QUERANDI|B
1704|1|RAMOS MEJIA|B
1754|2|SAN JUSTO-B ALMAFUERTE|B
1766|1|TABLADA|B
1770|5|TAPIALES|B
1761|1|VEINTE DE JUNIO|B
1772|2|V CELINA|B
1824|12|V INDUSTRIALES|B
1752|2|V INSUPERABLE|B
9999|1|V LUZURIAGAS|B
1768|1|V MADERO|B
1752|3|V REBASA|B
1772|3|V RECONDO-MATANZA|B
1759|3|V SCASSO|B
1778|4|JUSTO VILLEGAS|B
1763|2|VIRREY DEL PINO|B
1723|1|MARIANO ACOSTA|B
1716|1|BARRIO NUEVO|B
1722|1|B PARQ. S MARTIN MERLo|B
1723|2|AGUSTIN FERRARI|B
1723|3|KILOMETRO 38|B
1716|2|LIBERTAD|B
1722|2|LOMA GRANDE|B
1722|3|MERLO|B
1718|1|SAN ANTONIO DE PADUA|B
1716|3|V AMELIA|B
1722|4|V LAS NACIONES|B
1722|5|V POSSE|B
1746|1|FRANCISCO ALVAREZ|B
1744|1|JOSE A CORTEJARENA|B
1744|2|BARRIO SAN JOSE-MORENO|B
1744|3|BARRIO VILLA ALCORTA|B
1744|4|BALNEARIO CASCALLARES|B
1744|5|LA REJA|B
1744|6|MORENO|B
1742|1|PASO DEL REY|B
1663|14|TRUJUI|B
1744|7|V AGUARIBAY|B
1742|2|V GENERAL ZAPIOLA|B
1744|8|V HERRERO|B
1744|9|V MALAVER|B
1744|10|V MONSEGUR|B
1755|2|BARRIO LIBERTADOR|B
1714|1|BARRIO SAN JUAN|B
1708|1|BARRIO VILLA ROSSI|B
1712|1|CASTELAR|B
1686|1|RUBEN DARIO|B
1686|2|JUAN B DE LASALLE|B
1686|3|EJERCITO DE LOS ANDES|B
1684|1|EL PALOMAR|B
1708|2|GOMEZ MERLO|B
1706|1|MARIANO J HAEDO|B
1686|4|HURLINGHAM|B
1714|2|ITUZAINGO|B
1686|5|KILOMETRO 18|B
1686|6|KILOMETRO 19|B
1708|3|MORON|B
1686|7|WILLIAMS MORRIS|B
1686|8|PEREYRA - MORON|B
1706|2|DOMINGO F SARMIENTO|B
1686|9|TENIENTE BALMACEDA|B
1688|1|V TESSEI|B
1708|4|V CLAUS|B
1708|5|V ELVIRA - MORON|B
1713|1|V GOBERNADOR UDAONDO|B
1649|1|ARROYO BORCHES|B
1649|2|ARROYO CARABELAS|B
1649|3|ARROYO CARACOLES|B
1649|4|ARROYO DURAZNO|B
1649|5|ARROYO FELICARIAS|B
1649|6|ARROYO FREDES|B
1649|7|ARROYO GRANDE|B
1649|8|ARROYO LARGO|B
1649|9|ARROYO RICO|B
1617|1|BANCALARI|B
1649|10|BOCA DE ESTUDIANTE|B
1649|11|CANAL DE LA SERNA|B
1649|12|CANAL GOBERNADOR ARANA|B
1649|13|CANAL LEANDRO N ALEM|B
1646|1|CANAL SAN FERNANDO|B
1646|2|CARUPA|B
1649|14|EST FORESTAL SARMIENTO|B
1649|15|GUAZU Y MANZANO|B
1649|16|GUAZU Y NARANJO|B
1649|17|PARAJE RIO LA BARQUITA|B
1649|18|MENDEZ GRANDE|B
1649|19|RIO BARCA GRANDE|B
1646|3|SAN FERNANDO|B
1646|4|SAN FERNANDO R|B
1646|5|BARADERO DEL MINI|B
1644|1|VICTORIA|B
1646|6|VIRREYES|B
1640|1|ACASUSSO|B
1640|2|JUAN ANCHORENA|B
1643|1|BECCAR|B
1609|1|BOULOGNE SUR MER|B
1640|3|LAS BARRANCAS|B
1640|4|MARTINEZ|B
1642|1|PUNTA CHICA|B
1642|2|SAN ISIDRO|B
1642|3|SAN ISIDRO R|B
1607|1|VILLA ADELINA|B
1649|20|A CARAGUATA HORQUETA|B
1649|21|ARROYO ESPERA|B
1617|2|BANCALARI C|B
1621|1|BENAVIDEZ|B
1649|22|BOCA CARABELAS|B
1649|23|BOCA DEL TORO|B
1649|24|BOCA DE LA C COLORADA|B
1649|25|CANAL VILLANUEVA|B
1648|1|DELTA|B
1617|3|DR ROJAS-LOPEZ CAMELO|B
1611|2|DON TORCUATO|B
1617|4|EL EMBRUJO|B
1617|5|EL TALAR|B
1617|6|GENERAL PACHECO|B
1648|2|LA HORQUETA - TIGRE|B
1617|7|LA PALOMA|B
1649|26|R PARANA DE LAS PALMAS|B
1648|3|TIGRE|B
1649|27|TRES BOCAS|B
1611|3|VICEALM MONTES-S MONTE|B
1648|4|RINCON DE MILBERG|B
1676|2|ALIANZA|B
1678|1|CASEROS-3 DE FEBRERO|B
1702|1|CIUDADELA|B
1629|1|KILOMETRO 52,350|B
1686|10|JORGE NEWBERY|B
1657|2|PABLO PODESTA|B
1676|3|SANTOS LUGARES|B
1657|3|UNION TRANVIARIOS|B
1682|2|VILLA BOSCH-J M BOSCH|B
1702|2|VILLA JOSE INGENIEROS|B
1682|3|M CORONADO-M CORONADO|B
1674|1|VILLA SAENZ PE#A|B
1636|1|BORGES|B
1605|1|CARAPACHAY|B
1602|1|ARISTOBULO DEL VALLE|B
1602|2|DOCTOR CETRANGOLO|B
1602|3|FLORIDA|B
1602|4|JUAN B JUSTO|B
1636|2|LA LUCILA-VTE LOPEZ|B
1638|1|VICENTE LOPEZ|B
1637|1|BARTOLOME MITRE|B
1605|2|MUNRO|B
1636|3|OLIVOS|B
1603|1|VILLA MARTELLI-PADILLA|B
9999|2|CAPITAL FEDERAL|C
5703|1|LEANDRO N ALEM|D
5707|1|BALDE DE AZCURRA|D
5707|2|BALDE DE PUERTAS|D
5715|1|BALDE DE QUINES|D
5707|3|BOTIJAS|D
5713|1|CANDELARIA|D
5707|4|CANTANTAL|D
5700|1|CHIPISCU|D
5707|5|EL CARMEN|D
5707|6|EL RINCON|D
5711|1|EL ZAPALLAR|D
5711|2|LA BOTIJA|D
5703|2|LA MAJADA|D
5703|3|LA TRANCA|D
5707|7|LOMAS BLANCAS|D
5709|1|LUJAN|D
5707|8|PAMPA GRANDE|D
5707|9|POZO DEL MOLLE|D
5715|2|QUINES|D
5705|1|S FCO DEL MONTE DE ORO|D
5709|2|SANTA TERESITA|D
5707|10|ZAMPAL|D
5703|4|ARBOL SOLO|D
5703|5|BARRIAL|D
5719|1|BELLA ESTANCIA|D
5703|6|CRUZ DE CA#A|D
5703|7|LA QUEBRADA|D
5719|2|LOS ARADITOS|D
5703|8|POZO DEL TALA|D
5719|3|REPRESA DEL CARMEN|D
5719|4|SAN ANTONIO|D
5719|5|SAN ISIDRO-BELGRANO|D
5705|2|SOCOSCORA|D
5703|9|TORO NEGRO|D
5703|10|VILLA GENERAL ROCA|D
5703|11|HIPOLITO YRIGOYEN|D
5883|1|ALTO LINDO|D
5883|2|BALCARCE|D
5770|1|CONCARAN|D
5883|3|CORTADERAS|D
5770|2|EL SAUCE|D
5835|1|EL TALA|D
5770|3|LOS QUEBRACHOS|D
5759|1|NASCHEL|D
5778|1|RENCA|D
5773|1|SAN PABLO|D
5773|2|TILISARAO|D
5835|2|VILLA DEL CARMEN|D
5883|4|VILLA LARCA-LARCA|D
5701|1|CORONEL PRINGLES|D
5701|2|EMBALSE LA FLORIDA|D
5738|1|GENERAL PEDERNERA|D
5738|2|AVANZADA|D
5738|3|CALDENADAS|D
5721|1|CHALANTA|D
5735|1|CORONEL ALSOGARAY|D
5733|1|CRAMER|D
5738|4|EL MANGRULLO|D
5731|1|EL MORRO|D
5731|2|JUAN JORBA|D
5738|5|KILOMETRO 14,5|D
5738|6|KILOMETRO 64.2|D
5738|7|KILOMETRO 656|D
5738|8|KILOMETRO 723|D
5731|3|LA ANGELINA|D
5759|2|LA ESQUINA|D
5738|9|LA PUNILLA|D
5743|1|LAS ISLETAS|D
5731|4|LAS VIZCACHERAS|D
5741|1|LAVAISSE|D
5735|2|JUAN LLERENA|D
5736|1|LIBORIO LUNA|D
5743|2|NUEVA ESCOCIA|D
5738|10|RIO QUINTO|D
5731|5|SOVEN|D
5730|1|VILLA MERCEDES-MERCEDE|D
5733|2|VILLA REYNOLDS|D
6389|1|ANCHORENA|D
6389|2|ARIZONA|D
6216|1|BAGUAL|D
6279|1|BATAVIA|D
6277|1|BUENA ESPERANZA|D
6216|2|COCHEQUINGAN|D
5637|1|COLONIA CALZADA|D
5700|2|COLONIA SEGOVIA|D
6216|3|COLONIA URDANIZ|D
6279|2|DIXONVILLE|D
6216|4|EL PORVENIR|D
6216|5|FORTUNA|D
6277|2|FRISIA|D
6214|1|CASIMIRO GOMEZ|D
5636|1|LA MAROMA|D
6389|3|LA VERDE|D
5637|2|NAHUEL MAPA|D
5637|3|NAVIA|D
5636|2|NUEVA CONSTITUCION|D
6216|6|NUEVA GALIA|D
6216|7|POLLEDO|D
6216|8|UNION|D
5637|4|USIYAL|D
5715|3|BALDE DE ESCUDERO|D
5883|5|CARPINTERIA|D
5871|1|LAFINUR|D
5715|4|LAS PALOMAS|D
5871|2|LOMITAS|D
5871|3|LOS CAJONES|D
5771|1|LOS LOBOS|D
5711|3|LOS MOLLES|D
5881|1|MERLO|D
5779|1|OJO DEL RIO|D
5881|2|PIEDRA BLANCA|D
5881|3|PUNTA DE AGUA|D
5881|4|RINCON DEL ESTE|D
5777|1|STA ROSA-RODRIGUEZ SAA|D
5711|4|TALITA|D
5700|3|LA CAPITAL|D
5721|2|ALTO PELADO|D
5724|1|ALTO PENCOSO|D
5721|3|BEAZLEY|D
5721|4|CAZADOR|D
5721|5|CHISCHACA|D
5724|2|CHOSMES|D
5700|4|COLONIA SANTA VIRGINIA|D
5721|6|DONADO|D
5701|3|DANIEL DONOVAN|D
5701|4|EL CHORRILLO|D
5701|5|VOLCAN|D
5701|6|ESTANCIA GRANDE|D
5722|1|JUAN W GEZ|D
5721|7|GORGONTA|D
5721|8|HUEJEDA|D
5724|3|JARILLA|D
5721|9|LA COSTA|D
5721|10|LA IRENE|D
5719|6|LAS BARRANCAS|D
5701|7|LAS CHACRAS D S MARTIN|D
5700|5|LA SENA|D
5701|8|LOS PUQUIOS|D
5721|11|MOSMOTA|D
5700|6|PESCADORES|D
5701|9|POTRERO DE LOS FUNES|D
5719|7|SAN GERONIMO|D
5700|7|SAN LUIS|D
5700|8|S MARTIN DEL ALTONEGRO|D
5701|10|SAN ROQUE|D
5700|9|SANTA TERESA|D
5721|12|TRAVESIA|D
5721|13|VARELA|D
5721|14|ZANJITAS|D
5730|2|PEDERNERA|D
5738|11|JUSTO DARACT|D
5701|11|BALDE DE LA ISLA|D
